thread_url,comment_author,comment_text,comment_time_iso,is_solution,is_accepted
https://www.dell.com/community/en/conversations/alienware/16x-aurora-ac16251-support-page-is-gone/69710323918dc91cb4a2f4d0,DELL-ChrisM2,Same. Team notified. WIll keep testing it.,2026-01-21T11:57:00,,
https://www.dell.com/community/en/conversations/alienware/16x-aurora-ac16251-support-page-is-gone/69710323918dc91cb4a2f4d0,trom666,[Working](https://www.dell.com/support/product-details/en-us/product/alienware-aurora-ac16251-gaming-laptop/drivers) now!!!! Thank you!!!!👍,2026-01-21T15:58:00,,
https://www.dell.com/community/en/conversations/alienware/16x-aurora-ac16251-support-page-is-gone/69710323918dc91cb4a2f4d0,trom666,Access lasted a few hours after my previous post. Strange!!!!!,2026-01-24T12:46:00,,
https://www.dell.com/community/en/conversations/alienware/16x-aurora-ac16251-support-page-is-gone/69710323918dc91cb4a2f4d0,DELL-ChrisM2,"I use Google Chrome browser.

[Working](https://www.dell.com/support/product-details/en-us/product/alienware-aurora-ac16251-gaming-laptop/drivers) for me.

[This](https://www.dell.com/support/home/en-us/products/laptop/laptop_alienware/laptop_alienware_16_aurora) link =",2026-01-24T12:55:00,,
https://www.dell.com/community/en/conversations/alienware/16x-aurora-ac16251-support-page-is-gone/69710323918dc91cb4a2f4d0,trom666,"Thanks for the follow up.

Sorry for my late answer.

I can reach the page in your last message fine. See -Page 0-    Wich I couldn't do the prior days. Fixed for me.

From there I can reach -Page 1-   Good.

Then if I click to Automatic update I go to -Page 2- OOOPS but when I click to drivers I reach the drivers list.

I understand that Automatic Update isn't working as it should.

This was fine until recently.

Microsoft Edge Browser....

Thank you for your time and patience!!!!!!",2026-01-24T18:33:00,,
https://www.dell.com/community/en/conversations/alienware/16x-aurora-ac16251-support-page-is-gone/69710323918dc91cb4a2f4d0,DELL-ChrisM2,Translate those above into English. Then repost pictures. Also test in Google Chrome browser.,2026-01-24T18:44:00,,
https://www.dell.com/community/en/conversations/alienware/16x-aurora-ac16251-support-page-is-gone/69710323918dc91cb4a2f4d0,trom666,"Sorry!!!!!!

I willl do my request in a better way now.

So, I can easily access the initial product page.

Then either select CHECK FOR UPDATES  or SELECT DRIVERS:

CHECK FOR UPDATES takes me here:

Which is no help at all....

SELECT DRIVERS goes there:

I can self update drivers or else.

It seems that the automatic update service is not working at least for me.

This was fine until recently.

Don't want to deal with Google if I can.....

Thank you!!!!!!",2026-01-25T08:51:00,,
https://www.dell.com/community/en/conversations/alienware/16x-aurora-ac16251-support-page-is-gone/69710323918dc91cb4a2f4d0,DELL-ChrisM2,The problem with the external Support website Automatic Updates not working is because the private Service Tag number shows as no entitlements. It shows as Canceled. I am not privy as to why it shows this.,2026-01-25T08:51:00,True,True
https://www.dell.com/community/en/conversations/alienware/16x-aurora-ac16251-support-page-is-gone/69710323918dc91cb4a2f4d0,trom666,"Hello there,

the auto update is working fine presently........

Strange.....

I will be fine with manual updates in case.

Thank you again!!!!!

Great support!!!!!",2026-01-25T16:41:00,,
https://www.dell.com/community/en/conversations/chromebook/front-camera-is-blurry/68bb04e510ebbc7b37ef726c,ejn63,"The resolution of the camera depends on the system model -- what Inspiron do you have (3593, etc)?

Is the glass clean?

Is the blurriness present in all applications or just certain ones?",2025-09-05T11:45:00,,
https://www.dell.com/community/en/conversations/chromebook/front-camera-is-blurry/68bb04e510ebbc7b37ef726c,user_26aa1f,"I'm not sure if the inspiron I have but I will look

And yes the glass is clean

And the blurriness is present in all videos lives but when I turn on my bottom camera can see myself but it is upside down
",2025-09-05T11:51:00,,
https://www.dell.com/community/en/conversations/chromebook/front-camera-is-blurry/68bb04e510ebbc7b37ef726c,ejn63,You really need to supply the model number -- most Inspiron notebooks have just one front facing camera.  Or is this some sort of a tablet or 2-in-1 computer?,2025-09-05T12:58:00,,
https://www.dell.com/community/en/conversations/chromebook/front-camera-is-blurry/68bb04e510ebbc7b37ef726c,user_26aa1f,"The Reg model number is
<Private data removed from public view. DELL-Admin>",2025-09-05T13:43:00,,
https://www.dell.com/community/en/conversations/chromebook/front-camera-is-blurry/68bb04e510ebbc7b37ef726c,user_26aa1f,this is a tablet 2-1,2025-09-05T13:44:00,,
https://www.dell.com/community/en/conversations/chromebook/front-camera-is-blurry/68bb04e510ebbc7b37ef726c,ejn63,"This is a Chromebook, not an Inspiron.  First thing to try is a Powerwash/factory reset (you will lose everything on the system when you do this).

If that doesn't solve the problem, it either needs a hardware repair, or replacement.  The entire system is probably worth between $20 and $40, so repair may not make economic sense, if it is even possible.  If there's a hardware problem with the camera, a USB webcam is a better solution, as a repair will cost more than the system is worth.",2025-09-05T14:06:00,,
https://www.dell.com/community/en/conversations/chromebook/front-camera-is-blurry/68bb04e510ebbc7b37ef726c,user_26aa1f,Okay I will just use my web camera that I have thanks,2025-09-05T14:23:00,,
https://www.dell.com/community/en/conversations/chromebook/front-camera-is-blurry/68bb04e510ebbc7b37ef726c,GauravSyst,"Well I will suggest you to try the following:

- Check Camera App Settings
- Update / Reinstall Webcam Drivers
- Check Dell Camera Settings (if installed)
- Windows Privacy Settings
- BIOS & Firmware Update",2025-09-10T05:35:00,,
https://www.dell.com/community/en/conversations/chromebook/front-camera-is-blurry/68bb04e510ebbc7b37ef726c,Lutay,"If you have checked all the options but still facing issue, go to the service center. It might be hardware or software problem.",2025-09-25T07:07:00,,
https://www.dell.com/community/en/conversations/vostro/no-boot-problem/696fa4c8e3d7950ef0540149,anne_droid,"Hi
Is the CMOS Coin Cell battery in good condition, recently fitted?
Is the main battery kept charged?",2026-01-21T05:57:00Z,,
https://www.dell.com/community/en/conversations/vostro/no-boot-problem/696fa4c8e3d7950ef0540149,princekatariya09,"[@anne_droid](https://www.dell.com/community/en/users/67e0562bd21b355b0d9cbdd8) ​ yeah, i changed CMOS battery recently,and yes main battery also in good condition..",2026-01-22T04:42:00Z,,
https://www.dell.com/community/en/conversations/vostro/no-boot-problem/696fa4c8e3d7950ef0540149,anne_droid,"Hi
Next is to check your storage device I believe.
NB: Daft idea, is the time, date and region set to manual or auto?",2026-01-22T06:39:00Z,,
https://www.dell.com/community/en/conversations/vostro/no-boot-problem/696fa4c8e3d7950ef0540149,princekatariya09,"[@anne_droid](https://www.dell.com/community/en/users/67e0562bd21b355b0d9cbdd8) ​ Hi,

Thanks. To clarify: I’m using a SATA drive, and its health/status appears normal with no visible issues so far.

Time, date, and region are already set to automatic.

Given this, what would you suggest checking next?",2026-01-22T11:16:00Z,,
https://www.dell.com/community/en/conversations/vostro/no-boot-problem/696fa4c8e3d7950ef0540149,anne_droid,"Hi
Well I would have ensured I removed Microsoft from the equation.
Create and Boot with a Live LINUX Mint USB, when the problem shows up.
This Divides the problem into Hardware issue, because it is not booting Windows, and a software issue if the boot problem persists with another OS, Linux Mint.
Given the 10 minute time lag I wonder if it is performing a disk check in the background?",2026-01-23T06:46:00Z,,
https://www.dell.com/community/en/conversations/vostro/no-boot-problem/696fa4c8e3d7950ef0540149,princekatariya09,"[@anne_droid](https://www.dell.com/community/en/users/67e0562bd21b355b0d9cbdd8) ​ Hi,

Btw, thanks for suggestion

To clarify, the system is not hanging during boot. The failure happens before POST.

Each time I press the power button, only the Caps Lock LED turns on for ~3 seconds and then the laptop goes completely dead again. Repeating this cycle multiple times over 5–10 minutes eventually allows the EC to complete power initialization and the system finally turns on.

This occurs before BIOS or any boot device is accessed, so no OS, disk, or filesystem activity is involved. Once the laptop powers on, it boots normally.

I ve confirmed this is a hardware power-initialization issue: the CPU fan has failed, and the previous Dell charger died due to a DC-side cable short (brick → pin), which likely stressed the DC-in/EC circuitry. Because the issue is at EC/power-rail level, testing with another OS wouldn’t isolate it.",2026-01-23T09:16:00Z,,
https://www.dell.com/community/en/conversations/alienware/m16-r1-keyboard-and-rgb-not-working/696b9c53e153922c02740512,DELL-ChrisM2,"Before our users can assist, they need to know which specific Alienware laptop model.",2026-01-17T14:34:00Z,,
https://www.dell.com/community/en/conversations/alienware/m16-r1-keyboard-and-rgb-not-working/696b9c53e153922c02740512,Cal Drake,m16 r1,2026-01-17T16:53:00Z,,
https://www.dell.com/community/en/conversations/alienware/m16-r1-keyboard-and-rgb-not-working/696b9c53e153922c02740512,mattyb3,"I have seen in the past that certain windows updates can cause issues with the keyboards, this is going back a fair while but it's possible that you have a similar issue. You could try a system restore to an earlier point and see if it makes any difference. Either that or a clean Windows reinstall. 

BIOS updates can also cause it but you've already tried reflashing the BIOS.

Did you run the hardware Diagnostic in the Boot Menu (F12)?",2026-01-18T23:40:00Z,,
https://www.dell.com/community/en/conversations/alienware/m16-r1-keyboard-and-rgb-not-working/696b9c53e153922c02740512,Cal Drake,"I have tried the hardware diagnostic using an external keyboard because the laptop keyboard is non functioning. It did not find anything wrong with the laptop, even when I disonnect the external keyboard. But I will try to go back a few Windows updates.",2026-01-19T11:13:00Z,,
https://www.dell.com/community/en/conversations/alienware/m16-r1-keyboard-and-rgb-not-working/696b9c53e153922c02740512,Cal Drake,"I reflashed the current bios and it didn't work. I tried going down one version and it says ""bios version update blocked due to unsupported downgrade"". How can I go down one version. Also, the downgrade windows update didn't work.",2026-01-19T13:58:00Z,,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/unable-to-load-pluton-windows-firmware/696e26ab918dc91cb44c04ea,ejn63,"See here [https://learn.microsoft.com/en-us/windows/security/hardware-security/pluton/microsoft-pluton-security-processor](https://learn.microsoft.com/en-us/windows/security/hardware-security/pluton/microsoft-pluton-security-processor) That platform requires an AMD Ryzen CPU or Qualcomm Snapdragon, or a series 2 Intel core (Arrow Lake) CPU. Your system uses a Series 1 (Meteor Lake) CPU, so it won't support Pluton.",2026-01-19T13:59:00,False,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/unable-to-load-pluton-windows-firmware/696e26ab918dc91cb44c04ea,HedgeFundManager,Try using the Dell support assistant,2026-01-19T12:41:00,False,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/unable-to-load-pluton-windows-firmware/696e26ab918dc91cb44c04ea,MN,"Sorry, this is a waste of time. Processes are more important than content. I thought someone here might have had the same experience.",2026-01-19T13:14:00,False,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/unable-to-load-pluton-windows-firmware/696e26ab918dc91cb44c04ea,MN,"Thank you, understood.",2026-01-19T14:13:00,False,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/unable-to-load-pluton-windows-firmware/696e26ab918dc91cb44c04ea,HedgeFundManager,Pluton is part of Azure Sphere which is a new zero trust platform. [https://en.wikipedia.org/wiki/Azure_Sphere](https://en.wikipedia.org/wiki/Azure_Sphere),2026-01-25T18:54:00,False,
https://www.dell.com/community/en/conversations/inspiron/screen-turned-off-72-light-pattern/6978523beaa515584646b0ed,DELL-Jesse L,"What is the computer model and the OS installed? Contact Dell GHN (Get Help Now) chat technical support Monday through Friday. Click the blue ""Get Help Now"" on the right to start a private live chat session. Share the private Service Tag with them so that they can verify the ownership and warranty status. This will also generate a unique Technical Support case for your unique Service Tag. If already out of warranty, click here for the Dell out of warranty offering.",2026-01-27T01:20:00Z,False,
https://www.dell.com/community/en/conversations/inspiron/screen-turned-off-72-light-pattern/6978523beaa515584646b0ed,user_c02831,"Dell Inspiron 13 5310, windows 11",2026-01-27T01:23:00Z,False,
https://www.dell.com/community/en/conversations/inspiron/screen-turned-off-72-light-pattern/6978523beaa515584646b0ed,ejn63,"The code means the display is not being detected. See if you can get a self-test to run (hold D through powerup). If you can, the display is likely OK and the next step is to check the connection between the mainboard and display, which will require system disassembly. Service manual is here https://www.dell.com/support/product-details/en-sb/product/inspiron-13-5310-laptop/resources/manuals If you can't get a self-test to run, chances are the display has failed and will need replacement.",2026-01-27T09:27:00Z,False,
https://www.dell.com/community/en/conversations/latitude/forgotten-bios-unlock-password/69788712c678d13f02bf9253,DELL-Jesse L,"You will need to contact Dell Support for computer ownership verification.  Once you have completed this process they will assist you with password reset.

Contact Dell GHN (Get Help Now) chat technical support Monday through Friday. Click the blue ""Get Help Now"" on the right to start a private live chat session. Share the private Service Tag with them so that they can verify the ownership and warranty status. This will also generate a unique Technical Support case for your unique Service Tag. If already out of warranty, click [here](https://www.dell.com/support/kbdoc/en-us/000132374/how-to-arrange-an-out-of-warranty-repair-on-your-dell-system) for the Dell out of warranty offering.",2026-01-27T07:12:00Z,,
https://www.dell.com/community/en/conversations/latitude/forgotten-bios-unlock-password/69788712c678d13f02bf9253,Casey2316,"No latitude 5530 administrator password locked won't boot without Administration password

_<To protect you, your private information was removed from public view. All applicable data was saved to your private Case. DELL-Admin>_",2026-01-27T15:19:00Z,,
https://www.dell.com/community/en/conversations/latitude/forgotten-bios-unlock-password/69788712c678d13f02bf9253,ejn63,You need to call Dell support with verification of ownership.,2026-01-27T18:17:00Z,,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/precision-7680-and-dell-sd25tb5-dock-with-pd-of-300w-seen-as-130w/69751aeae153922c02947964,ejn63,"There's not much you can do -- only the latest systems can take 300W from a dock.  Yours is about three years old and limited to 130W.

If you want a system that can be completely powered by the dock, look into the new Dell Pro Max models.

Compatibility chart is here

[https://www.delltechnologies.com/asset/en-us/products/electronics-and-accessories/technical-support/dell_docking_compatibility_guide.pdf.external](https://www.delltechnologies.com/asset/en-us/products/electronics-and-accessories/technical-support/dell_docking_compatibility_guide.pdf.external)",2026-01-24T16:41:00Z,,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/precision-7680-and-dell-sd25tb5-dock-with-pd-of-300w-seen-as-130w/69751aeae153922c02947964,user_0d0059,"Thank you so much for precise response! Dock compatibilty chart was really helpfull.

If I understood the chart properly, dock WD19DC will supply power over two Usb-c ports to my Precision 7680, using combined mode to get 210W (2x105W).

Can you maybe just tell me am I thinking straight so I can go and get that dock while there is availability, as I can not change my laptop.

Thank you in advance!",2026-01-26T04:33:00Z,,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/precision-7680-and-dell-sd25tb5-dock-with-pd-of-300w-seen-as-130w/69751aeae153922c02947964,ejn63,"That's something you should verify directly with Dell, but that is not a Thunderbolt dock, if that's what you're looking for.",2026-01-26T06:58:00Z,,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/dell-precision-7740-12volt-charging-options/69738eb4e153922c026836fd,ejn63,This system needs a 240W power supply -- I don't think you're going to find an adapter capable of that. The older system needed only 90W at most.,2026-01-23T10:23:00Z,,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/dell-precision-7740-12volt-charging-options/69738eb4e153922c026836fd,steve_hi11,Correct the mains charger is rated at 240W but that must be a maximum value for running the laptop whilst charging at the same time. I have heard that a 100w 12v USB-C charger will charge the laptop overnight when in hibernate mode or powered down. Looking for clarification and recommendations for such a charger. thanks for your reply.,2026-01-23T18:45:00Z,,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/dell-precision-7740-12volt-charging-options/69738eb4e153922c026836fd,anne_droid,"Hi

Perhaps....

[https://uk.ugreen.com/collections/car-charger/products/nexode-145w-car-charger-retractable-cable](https://uk.ugreen.com/collections/car-charger/products/nexode-145w-car-charger-retractable-cable)

[https://www.otterbox.co.uk/en-gb/fast-charge-dual-port-car-charger-100w-black/77-98237.html](https://www.otterbox.co.uk/en-gb/fast-charge-dual-port-car-charger-100w-black/77-98237.html)

or maybe I am missing the point.

Regards

anne_droid",2026-01-25T08:25:00Z,,
https://www.dell.com/community/en/conversations/vostro/uneven-and-touchpad-on-the-one-side-i-suspect-a-warped-shell-casing-dell-vostro-14-3420/694ed3ff72c11a30ab071a71,ejn63,"If the system does return to normal with the battery removed, it sounds like the battery may be swollen. If it does not, replace the palmrest assembly.
[https://www.parts-people.com/index.php?action=category&id=145&subid=1590&refine=14+palmrest](https://www.parts-people.com/index.php?action=category&id=145&subid=1590&refine=14+palmrest)",2025-12-26T13:44:00Z,,
https://www.dell.com/community/en/conversations/vostro/uneven-and-touchpad-on-the-one-side-i-suspect-a-warped-shell-casing-dell-vostro-14-3420/694ed3ff72c11a30ab071a71,WombatInAShirt,"Nope. Not the battery. Like I wrote, I've already inspected it. One detail I forgot to mention; I've already replaced the palm rest. The warping was already present with the old palm rest. But, the reason for the replacement was because of the broken key. So, hence why I'm here trying to figure out how to find and fix the warping issue.",2025-12-26T18:21:00Z,,
https://www.dell.com/community/en/conversations/vostro/uneven-and-touchpad-on-the-one-side-i-suspect-a-warped-shell-casing-dell-vostro-14-3420/694ed3ff72c11a30ab071a71,WombatInAShirt,"I removed the touchpad, and reinstalled it again. I tightened the hinges on the palmrest only which improved things. The touchpad is almost level with the palmrest now.",2025-12-27T00:26:00Z,True,
https://www.dell.com/community/en/conversations/inspiron/what-for-1-amber-6-white-light/697977c5c678d13f02ddae7b,ejn63,"This is an embedded controller failure --  a chip on the mainboard that handles peripherals including the keyboard, power adapter, etc.

First thing to try is a power down, cover removal and disconnecting the battery from the system board.  Hold the power button for 30 sec and then reassemble and see if the error is gone.  If it isn't,

The system either needs a board-level soldering repair (replacement of that chip) or a replacement mainboard.",2026-01-27T21:52:00,True,
https://www.dell.com/community/en/conversations/inspiron/what-for-1-amber-6-white-light/697977c5c678d13f02ddae7b,Jatinjamdagni,"I does reseted BIOS and os both, and also reseted with disconnecting the battery too but still after shutting down it still blinks with same pattern, Laptop is running properly without any problem all test passes.

Some refer me to remove the CMOS battery and wait reassemble after some time but I did not found it in my Laptop also there nothing look like anything fault or circuit break...

Does here anything else can be done instead of ""board-level soldering repair or a replacement mainboard""",2026-01-28T00:57:00,,
https://www.dell.com/community/en/conversations/inspiron/dell-g16-7620-3050-ti-fan-replacement-halp/6974ea22e153922c028f5722,ejn63,"There are plenty of them for sale on EBay -- yes, the fan can be replaced separately.",2026-01-24T11:07:00,,
https://www.dell.com/community/en/conversations/inspiron/dell-g16-7620-3050-ti-fan-replacement-halp/6974ea22e153922c028f5722,jayrajsinhdabhi,"Thanks, Also The fan is glued together with the heat sink. Will it be okay if i take it out and insert another one?",2026-01-24T11:43:00,,
https://www.dell.com/community/en/conversations/inspiron/settings/69738626e153922c02669363,LSUFAN51,"Power off computer, wait about 2 minutes, power on computer, boot into windows, hopefully you are able to open Settings now. If settings still don't open, press windows key and R key at the same time. This will open the command prompt box. Type **ms-settings** into the box, hopefully Settings open now.",2026-01-23T20:30:00Z,,
https://www.dell.com/community/en/conversations/inspiron/settings/69738626e153922c02669363,LSUFAN51,Any updates **Muk1980**? You are able to get into Settings?,2026-01-25T12:13:00Z,,
https://www.dell.com/community/en/conversations/alienware/18-area-51-aa18250-spacebar-not-lighting-up-but-supposed-to/697937c4918dc91cb49a4168,DELL-ChrisM2,"This is the first post on our Forum discussing this complaint so not a ""widespread hardware defect"". Also there are no Dell internal articles discussing this. Perhaps you can provide links where other 18 Area-51 AA18250 have the same issue.",2026-01-27T19:51:00Z,,
https://www.dell.com/community/en/conversations/alienware/18-area-51-aa18250-spacebar-not-lighting-up-but-supposed-to/697937c4918dc91cb49a4168,DarkAliens,"Many YouTube units are not even aware that their spacebar lights up. I’ve asked multiple people if their spacebar lights up, and they’ve all said no. I’ve had two additional units, and it’s hit or miss. Sometimes, you get one that works, and sometimes you don’t. This would help detect a bigger issue.",2026-01-27T19:54:00Z,,
https://www.dell.com/community/en/conversations/alienware/m18-error/69728c40dd7dc95c268abc8f,mattyb3,"It sounds like it's an issue with the system swapping between the iGFX and Nvidia GPU. Other than a graphics driver issue, it could also be due to a Windows update. You could try using a system restore point to go back to a time before the issue started.

If you haven't already, uninstall both graphics drivers and reinstall. You can also try using the Nvidia control panel to set all actions to use the Nvidia card. This will reduce your battery life when you're not plugged in though.

The fact that the issue started after a system restart makes me think that it's a driver/update issue.",2026-01-22T21:34:00Z,,
https://www.dell.com/community/en/conversations/alienware/m18-error/69728c40dd7dc95c268abc8f,user_80008e,"@mattyb3  
Thank you for your response.

I would like to clarify that the issue is not limited to GPU switching or a Windows update.

The system experiences VIDEO_DXGKRNL_FATAL_ERROR (0x113), black screens, and visual artifacts while completely idle, with no applications running.

This occurs repeatedly, including after a clean OS reinstall and after servicing.

The following steps have already been performed:

Clean uninstall and reinstall of both AMD and NVIDIA graphics drivers
Testing with NVIDIA GPU only
System restart and clean environment
Device has already been serviced, yet the issue persists

Given that the crashes occur without load, after reinstall, and post-service, this strongly indicates a hardware-level fault, most likely related to VRAM or the GPU subsystem on the motherboard, rather than a driver or Windows update issue.",2026-01-23T08:52:00Z,,
https://www.dell.com/community/en/conversations/alienware/aw510h-headset-doesnt-show-in-awcc/69719d8d918dc91cb4b546c7,All G,"Hey [@Sifujon,](https://www.dell.com/community/en/users/69719cea918dc91cb4b53994) everthing good? So, maybe the issue is about the drivers, a Windows driver could be overriding the device one, so AWCC is not detecting it.

You can check it by following this steps:

- Open **Device Manager** (`Win + X` > Device Manager).
- Expand **Sound, video and game controllers**.
- Look for your headset.

  - **If it says ""USB Audio Device""**: This is the problem.

  - **If it says ""Alienware AW510H""**: The driver is present, but the AWCC service isn't talking to it.

If it is **""USB Audio Device""**, the generic one, try downloading and installing the device driver directly from the [Dell Support Page](https://www.dell.com/support/home/en-us).

Also, when you tried to reinstall the AWCC, did you do it like in [this video](https://www.dell.com/support/kbdoc/en-us/000178439/how-to-remove-and-reinstall-the-alienware-command-center)? There are some steps that make it a ""clean installation"", which should resolve any bugs or issues with it.

Hope it helps! 😁",2026-01-27T10:19:00Z,False,
