thread_url,comment_author,comment_text,comment_time_iso,is_solution,is_accepted
https://www.dell.com/community/en/conversations/alienware/aw510h-headset-doesnt-show-in-awcc/69719d8d918dc91cb4b546c7,Sifujon,"Ya sorry I was in a bad mood there. Still am, but less so. I removed the old files like in the video, and also ran 2 separate uninstall programs to make sure all the Alienware stuff was gone. Then I reinstalled the Command Centre, and now it won't even recognize my headset at all lol. I did check in the device manager and it still says ""Alienware 510H"".",2026-01-27T21:08:00Z,False,
https://www.dell.com/community/en/conversations/alienware/x14-pre-installed-factory-screen-protector/69700708e153922c02fc03f3,ejn63,"Are you certain that's what it is? Sounds more like it's part of the display panel and should not be removed. If it is a plastic cover over the screen, it's been on there about four years and is probably best left there.",2026-01-20T20:02:00Z,,
https://www.dell.com/community/en/conversations/alienware/x14-pre-installed-factory-screen-protector/69700708e153922c02fc03f3,Omar H,"Thanks for your reply!

It looks like at the screen corner there is a transparent layer on the screen! It has marks which can not be cleaned, that's why I thought the layer can be removed! (edited)",2026-01-21T05:37:00Z,,
https://www.dell.com/community/en/conversations/latitude/driver-missing-for-e6420/6975c6a4e153922c02a57626,ejn63,"That system doesn't have support for Windows 10, but the driver you need is the memory card reader.

https://www.dell.com/support/home/en-us/drivers/driversdetails?driverid=8xpg5",2026-01-25T07:15:00Z,,True
https://www.dell.com/community/en/conversations/latitude/driver-missing-for-e6420/6975c6a4e153922c02a57626,BznsPro,"@ejn63 ​ thank you for your reply.

true, it is the memory card reader. but the driver did not work for me.

Br,
B.",2026-01-25T08:03:00Z,,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/hal-error-the-hardware-real-time-clock-was-not-set/69773c2ac678d13f02979ed6,My Nickname,"Following the process described in this [article](https://www.dell.com/support/kbdoc/en-us/000125880/how-to-reset-real-time-clock-rtc-to-recover-your-dell-portable-system) resolved the error, even though the article states that it is not applicable to my Precision 3590.

After the reset please check all defaulted settings like:

- date and time
- power management,
- processor turbo mode,
- storage (AHCI/NvME)",2026-01-27T03:18:00Z,,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/hal-error-the-hardware-real-time-clock-was-not-set/69773c2ac678d13f02979ed6,My Nickname,"The error has returned in the Event Viewer, so I’ll just ignore it (like all the others).",2026-01-27T15:32:00Z,,
https://www.dell.com/community/en/conversations/vostro/usb-ports-do-not-work-after-every-shutdown/694b4ba104bdbe7915f33e6e,anne_droid,"Hi

Please can you confirm the Make Model and OS, along with any configuration details like touch screen, backlit keyboard, SFF or tower etc etc.

Does it have a CMOS coin cell battery, that may need changing?",2025-12-24T07:22:00Z,,
https://www.dell.com/community/en/conversations/vostro/usb-ports-do-not-work-after-every-shutdown/694b4ba104bdbe7915f33e6e,HedgeFundManager,Reboot and press F12 and then select diagnostics,2025-12-24T20:12:00Z,,
https://www.dell.com/community/en/conversations/chromebook/chromebook-11-3120-upgradable/695762a972c11a30ab082428,ejn63,"Nothing (RAM, CPU, etc.) is upgradeable, no.

It went end of life in 2021, so it hasn't received OS updates in about five years.",2026-01-02T07:12:00Z,,
https://www.dell.com/community/en/conversations/chromebook/chromebook-11-3120-upgradable/695762a972c11a30ab082428,anne_droid,"Is this an upgrade?

#### Typical full-Linux route (high level)

- Open the case and remove the write‑protect screw on the motherboard (usually labeled “WP” or similar).​
- Enable Developer Mode (Esc+Refresh+Power, then Ctrl+D at the recovery screen).​
- From crosh/shell, run the MrChromebox firmware utility script and install a full UEFI/Coreboot ROM.​
- Boot from a USB stick with your chosen Linux ISO and install as on a normal PC, creating partitions on the internal SSD.​

At least it keeps it outa landfill.",2026-01-02T07:23:00Z,,
https://www.dell.com/community/en/conversations/chromebook/how-to-change-laptop-touch/6952a5f072c11a30ab6a6053,Anandh,how to change laptop touch,2025-12-29T11:03:00,,
https://www.dell.com/community/en/conversations/chromebook/how-to-change-laptop-touch/6952a5f072c11a30ab6a6053,DELL-ChrisM2,Our users need more data before they can correctly troubleshoot. Reply with the specific Dell computer model and operating system.,2025-12-30T13:55:00,,
https://www.dell.com/community/en/conversations/chromebook/the-cursor-disappears-even-though-it-has-been-restarted-and-reset-it-still-doesnt-work/687a500ccb4432020074338e,ahmdhusennn,dell chromebook 11 3180,2025-07-18T13:12:00Z,,
https://www.dell.com/community/en/conversations/chromebook/the-cursor-disappears-even-though-it-has-been-restarted-and-reset-it-still-doesnt-work/687a500ccb4432020074338e,ejn63,Try with a USB mouse - does the problem occur with it or just the touchpad?,2025-07-18T13:19:00Z,,
https://www.dell.com/community/en/conversations/inspiron/power-cord/6977c7ebeaa5155846355434,ejn63,[https://www.parts-people.com/index.php?action=item&id=15596](https://www.parts-people.com/index.php?action=item&id=15596),2026-01-26T15:09:00,,
https://www.dell.com/community/en/conversations/inspiron/charging-problem/697683e2cfeba91dbd63931e,ejn63,"There's a short circuit somewhere in the system -- check the USB ports for bent pins inside.  If there are none evident, it's a failed component on the mainboard.",2026-01-25T16:08:00Z,False,
https://www.dell.com/community/en/conversations/inspiron/my-usb-is-lost/6975e0e7e153922c02a7f341,ejn63,"No, not for that setup.",2026-01-25T07:12:00Z,,
https://www.dell.com/community/en/conversations/alienware/dell-will-not-replace-a-lemon-of-a-computer/69716a08e153922c0225c8fd,Scoggins,"That policy would make sense if I wasn’t going on the fourth motherboard replacement in four months of owning the equipment. It’s also extremely discouraging that a company would not provided a better experience when a person is buying top of the line equipment.

I bought this for small business. I normally buy Lenovos for my employees, but I tried Dell this time. Lesson learned.",2026-01-22T09:22:00Z,,
https://www.dell.com/community/en/conversations/alienware/m15-r7-display-does-not-work/696e5e21dd7dc95c260dbc8f,HedgeFundManager,It suggests the LCD connector might be borked and it is difficult to repair properly. Less likely is the regulators.,2026-01-19T12:39:00Z,,
https://www.dell.com/community/en/conversations/latitude/looking-for-realtek-audio-driver-a06-6092051-for-dell-latitude-5520/697878a0c678d13f02bddd38,GauravSyst,Well you can check the following website: https://www.catalog.update.microsoft.com/,2026-01-27T06:55:00Z,,
https://www.dell.com/community/en/conversations/latitude/request-for-upgrade-options-dell-latitude-e6430/69786400c678d13f02bb652b,ejn63,"How much money do you want to spend on a system worth between $30 and $50 complete and working?

You'd likely be better off totaling up what you want to spend and looking for a system several years newer.",2026-01-27T07:36:00Z,,
https://www.dell.com/community/en/conversations/latitude/5440/6978617a918dc91cb47df666,DELL-Jesse L,"You will need to contact Dell Support for a Bios Password reset. They will need to verify ownership of the computer prior to assisting with a bios password reset.

Contact Dell GHN (Get Help Now) chat technical support Monday through Friday. Click the blue ""Get Help Now"" on the right to start a private live chat session. Share the private Service Tag with them so that they can verify the ownership and warranty status. This will also generate a unique Technical Support case for your unique Service Tag. If already out of warranty, click here for the Dell out of warranty offering.",2026-01-27T02:03:00,False,False
https://www.dell.com/community/en/conversations/latitude/dell-latitude-7480-laptop/6977916eeaa51558462d193f,ejn63,"If you mean the keyboard backlight, you cannot.",2026-01-26T12:03:00Z,,
https://www.dell.com/community/en/conversations/latitude/stolen-laptop/69778cd7e153922c02d835d1,ejn63,"If the system was activated with a Microsoft account, log in there to lock or track  the system, or retrieve the bitlocker key.  Otherwise, the only thing you can do is report the loss to Dell.

https://www.dell.com/support/kbdoc/en-us/000129627/how-to-report-a-dell-system-lost-or-stolen",2026-01-26T10:51:00Z,,
https://www.dell.com/community/en/conversations/latitude/dell-latitude-7290-wont-turn-on-or-charge/6973b8c4e153922c026dcc30,ejn63,"Unplug the system and remove the base cover.  Disconnect the battery from the mainboard and hold the power button for 30 sec.

Remove and reinstall the memory module(s).  Reassemble the system and see if it'll power up.

If it won't, the mainboard is bad.

You have a system that's worth between $50 and just over $100, so a board replacement probably isn't an economic repair - you'd be better off replacing the system.",2026-01-23T13:30:00Z,True,True
https://www.dell.com/community/en/conversations/latitude/bios-password-issues/697208877b7c1246ce420dfc,ejn63,Call Dell support with verification of ownership.,2026-01-22T06:24:00Z,,
https://www.dell.com/community/en/conversations/latitude/check-if-the-charger-is-fake-or-the-original-dell-laptop/6971d9cce153922c0230a93f,Chino de Oro,"Unfortunately, only seller can confirm that.  If purchase from Dell or Parts People, the product is certainly genuine.",2026-01-22T04:06:00,,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/dell-precision-3571-does-not-accept-kingston-fury-ddr5-4800-32gb-ram-invalid-memory-installed/69737491e153922c02639ea7,ejn63,"Use the Kingston memory configurator to select the proper RAM for the system.  Crucial also has one.

This is high performance gaming RAM that's aggressively timed and designed for systems with adjustable memory parameters your Precision does not have.",2026-01-23T08:45:00Z,True,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/replacement-for-cpu-fan-precision-m6800/697140d8dd7dc95c26647d1c,ejn63,"It's unlikely Dell will have a fan for a system that's this old (about 13 years).

There are some for sale on EBay.",2026-01-21T18:54:00Z,,True
https://www.dell.com/community/en/conversations/vostro/laptop-screen-is-not-coming-after-bios-error/696f7fbae153922c02ebfd29,ejn63,"Unplug the system, remove the base cover and disconnect the battery from the mainboard. Hold the power button for 30 sec.

Reassemble and see if the system will then power up normally. If it won't, see below.

[https://www.dell.com/support/kbdoc/en-us/000132453/how-to-recover-the-bios-on-a-dell-computer-or-tablet](https://www.dell.com/support/kbdoc/en-us/000132453/how-to-recover-the-bios-on-a-dell-computer-or-tablet)",2026-01-20T08:44:00Z,False,
https://www.dell.com/community/en/conversations/vostro/multi-touch-on-my-dell-vostro-5481/69526e29de43d316950dc632,GauravSyst,"Well You can try the following:

- Press **Windows + I** → **Bluetooth & devices** → **Touchpad**
- Look for a **“Your PC has a precision touchpad”** message — if it’s there, gestures should be supported. [Dell](https://www.dell.com/support/kbdoc/en-us/000175506/how-to-use-the-precision-touchpad-features-in-windows-8-8-1-and-10?utm_source=chatgpt.com)
- Under **Scroll & zoom**, make sure **“Drag two fingers to scroll”** is turned **on**.",2025-12-30T03:17:00,False,False
https://www.dell.com/community/en/conversations/vostro/restarting-continuously/694e018bde43d3169597d1e7,DELL-Jesse L,"When posting an issue with your computer please provide the computer model and the OS installed.

Troubleshooting Continuous Laptop Restarts

If your laptop is restarting continuously, follow these steps to diagnose and potentially resolve the issue:

1. **Check Power Supply**:

   - Ensure the power cable is securely connected.
   - Reseat the power cable and any external devices.
2. **Remove External Peripherals**:

   - Disconnect all external devices (USB drives, printers, etc.) and restart the laptop.
3. **Boot into Safe Mode**:

   - Try booting into Safe Mode to see if the issue persists. This can help determine if the problem is software-related.
4. **Check for BIOS Recovery**:

   - If your laptop supports BIOS recovery, follow the steps to initiate recovery. This may resolve issues related to BIOS corruption.
5. **Inspect for Hardware Issues**:

   - Look for any blinking LED patterns that may indicate hardware failures. Common patterns include:
     - **3 blinks, then 6 blinks**: BIOS corruption.
     - **3 blinks, then 7 blinks**: BIOS/CPU failure.
6. **Reset BIOS Settings**:

   - Access the BIOS by pressing F2 during startup. Restore BIOS settings to factory defaults.
7. **System Maintenance**:

   - Perform system maintenance to ensure optimal performance. Refer to Dell's optimization and maintenance resources.
8. **Contact Dell Support**:

   - If the issue persists after trying these steps, it may be necessary to contact Dell Technical Support for further assistance or potential repairs.

To receive assistance from Dell chat support, they need to verify the warranty status and ownership. Then you must troubleshoot with them.  Click the ""Get Help Now"" icon on the right to start a live chat session. If already out of warranty, click [here](https://www.dell.com/support/kbdoc/en-us/000132374/how-to-arrange-an-out-of-warranty-repair-on-your-dell-system) for the Dell out of warranty offering.

_DELL-Jesse L **#IWork4Dell** Digital Support Forum Liaison_",2025-12-26T05:00:00Z,,
https://www.dell.com/community/en/conversations/vostro/hinge-warranty/6943cd8472c11a30aba37766,ejn63,"There is no Vostro 3265. If it's a 3565, which does exist it's a 2017 model long out of warranty.",2025-12-18T07:07:00,,
https://www.dell.com/community/en/conversations/vostro/is-primarily-ac-use-safe-for-keeping-vostro-14-3430-plugged-in-247/6943c6eade43d316953ba8b4,ejn63,"No notebook is designed to be run 24/7 -- that alone will shorten its lifespan markedly. That includes not just the battery but all internal components.

It's safe in that the charging cuts off at 100% (or at whatever level you choose with the power manager -- there's no safety hazard.

No, there's no way to stop normal battery degradation. 18% in 16 months is pretty much normal -- the battery will last 2-3 years before it loses too much capacity to be useful.

When plugged in, the system uses AC power by default. Primarily AC reduces the charging duration to help with the battery lifespan.

Be sure you do occasionally use the system in battery only (unplugged). Other than that, and the fact that you're using the system for a duty cycle in excess of its design parameters, there should be no issue.",2025-12-18T07:13:00Z,,
https://www.dell.com/community/en/conversations/chromebook/ajay-hinduja-switzerland-how-do-i-troubleshoot-a-blank-or-black-screen/68b7f4a510ebbc7b37bc61c3,ejn63,"What model Chromebook (3110, etc.)?",2025-09-03T06:57:00Z,,
https://www.dell.com/community/en/conversations/chromebook/dell-chromebook-3100-maintenance-service-parts-numbers-guide/68ace9c1a86bb633c64c6f7d,ejn63,"Not that's publicly available, no.",2025-08-25T19:02:00,,
https://www.dell.com/community/en/conversations/chromebook/how-can-i-update-my-dale-chromebook-11/689c965f31765b1483cf927b,ejn63,"You can look up the AUE (auto update end) date for your specific system below.  If it is beyond that date, there's nothing you can do to update the device.

[https://support.google.com/chrome/a/answer/6220366?hl=en](https://support.google.com/chrome/a/answer/6220366?hl=en)",2025-08-13T10:12:00,,
https://www.dell.com/community/en/conversations/chromebook/dell-7g-15-touch/68725573d980634bd42f7e1f,ejn63,"It no doubt can be done, but on a 2017 system, you're probably better off selling the system and buying a complete used one.  By the time you buy all the parts needed and particularly if you have to pay for labor, you'll spend far more than the system is worth.

A local computer shop can do the job if you're determined to have the swap made -- but Dell won't service a system that's now about eight years old.",2025-07-12T09:14:00Z,,
https://www.dell.com/community/en/conversations/chromebook/sd-card/68452df8fb3f934becddea77,anne_droid,"## LOGIK LCR2023 USB 2.0 Memory Card Reader

(edited)",2025-06-08T04:46:00Z,,
https://www.dell.com/community/en/conversations/chromebook/broke-screen/6816d4a3f3c3a236cb0afc5f,ejn63,"Either the screen needs to be replaced, or the system does -- what model system?",2025-05-04T07:03:00Z,,
https://www.dell.com/community/en/conversations/xps/da16150-bluetooth-drivers-crash-plus-blue-screen-on-restart/6978f346e153922c0205c64b,,No Responses!,,,
https://www.dell.com/community/en/conversations/xps/xps-13-9350-laptop-display-goes-black-diagnostic-led-blink-pattern-indecipherable/69783bc0918dc91cb478d7a3,DELL-Jesse L,"Contact Dell GHN (Get Help Now) chat technical support Monday through Friday. Click the blue ""Get Help Now"" on the right to start a private live chat session. Share the private Service Tag with them so that they can verify the ownership and warranty status. This will also generate a unique Technical Support case for your unique Service Tag. If already out of warranty, click here for the Dell out of warranty offering.",2026-01-27T01:50:00Z,False,
https://www.dell.com/community/en/conversations/xps/xps-13-9350-laptop-display-goes-black-diagnostic-led-blink-pattern-indecipherable/69783bc0918dc91cb478d7a3,ejn63,"It looks like a firmware error -- does the system have the latest firmware?

The latest is 1.16.1 from December 17, 2025
https://www.dell.com/support/product-details/en-us/product/xps-13-9350-intel-laptop/drivers",2026-01-27T09:37:00Z,False,
https://www.dell.com/community/en/conversations/xps/xps-13-9350-laptop-display-goes-black-diagnostic-led-blink-pattern-indecipherable/69783bc0918dc91cb478d7a3,Dave137,"@ejn63 ​ Yes, I have 1.16.1 installed.",2026-01-27T10:12:00Z,False,
https://www.dell.com/community/en/conversations/xps/reset-bios-password-locked-on-modern-xps-after-2000s/6977b11f918dc91cb468b990,rondhol,"I had done it in XPS 15 and 13 9570 gen 8th Intel and 7390 Gen 10th Intel

(edited)",2026-01-26T13:23:00Z,,
https://www.dell.com/community/en/conversations/xps/p2419h-second-in-mst/697725c1c678d13f0294beb2,ejn63,It's unlikely due to the age of this monitor.,2026-01-26T07:06:00Z,,
https://www.dell.com/community/en/conversations/xps/p2419h-second-in-mst/697725c1c678d13f0294beb2,DELL-ChrisM2,"[@Agid](https://www.dell.com/community/en/users/697724ede153922c02cb65ec) We need more data =

What is the first monitor model?

What specific computer model?

What operating system?

List all video OUT ports are on the computer",2026-01-26T07:41:00Z,,
https://www.dell.com/community/en/conversations/xps/p2419h-second-in-mst/697725c1c678d13f0294beb2,Agid,"[@DELL-ChrisM2](https://www.dell.com/community/en/users/68a066e0bd4d0b6b0a310b2e) ​The first monitor is a Samsung S27H850QFN. It is connected to a KVM switcher (issue persists when bypassing the switcher) I have tried with an intel chip with Nvidia graphics card in a laptop. I have also tried it on my pc, with NVIDIA 5060Ti GPU. Both should support MST. Operating system is Windows 11.",2026-01-26T11:03:00Z,,
https://www.dell.com/community/en/conversations/xps/p2419h-second-in-mst/697725c1c678d13f0294beb2,Agid,[@Agid](https://www.dell.com/community/en/users/697724ede153922c02cb65ec) ​Also note that every chord is Display port. I am running  PC/laptop-DP-> KWM -DP-> Samsung monitor -DP-> Dell monitor,2026-01-26T11:07:00Z,,
https://www.dell.com/community/en/conversations/xps/p2419h-second-in-mst/697725c1c678d13f0294beb2,DELL-ChrisM2,"The second monitor in the MST daisy chain should not need a MST setting.

All you have to do is set the first Samsung S27H850QFN DisplayPort:MST/DisplayPort:SST, [page 42](https://downloadcenter.samsung.com/content/UM/202410/20241025100648594/SH85_BN46-00575A-Eng_recycling.pdf).

When connecting a PC using DP cable, you must set DP OUT mode to ""DisplayPort: MST (SST)"" on the OSD menu. (OSD – System – DP OUT - DisplayPort:MST/DisplayPort:SST)

Make sure that the device (computers) supports DisplayPort:MST (Daisy Chain)/HBR2 (High Bit Rate).",2026-01-26T11:53:00Z,,
https://www.dell.com/community/en/conversations/xps/xps-15-9510-completely-dead/6976d7ecc678d13f028cb9df,anne_droid,If in doubt please ask.,2026-01-26T06:37:00Z,,
https://www.dell.com/community/en/conversations/xps/xps-13-9350-laptop-with-lcd-25k-touchscreen-experiences-ghost-touches/6976a4f0918dc91cb448a78d,DELL-Jesse L,"To receive assistance from Dell chat support, they need to verify the warranty status and ownership. Then you must troubleshoot with them.  Click the ""Get Help Now"" icon on the right to start a live chat session. If already out of warranty, click here for the Dell out of warranty offering.",2026-01-26T02:11:00,,
https://www.dell.com/community/en/conversations/xps/dell-xps-13-9350-lunar-lake-258v-with-constant-crashing-using-tb3-egpu-jhl7540dsl6540-whea-event-17/69756560918dc91cb4276994,Alfie173j,"My laptop is the same model as urs, and I used to suffer from the same issue. In short, change ur enclosure to something that equips with asm2464pd controller. Lunar lake laptops generally have serious compatibility issues with intel thunderbolt 3 controller. No way to fix but upgrading the enclosure to USB4 / TB4 controller. Hope this helps",2026-01-25T18:28:00Z,,
https://www.dell.com/community/en/conversations/xps/dell-xps-13-9350-lunar-lake-258v-with-constant-crashing-using-tb3-egpu-jhl7540dsl6540-whea-event-17/69756560918dc91cb4276994,HNaam,"[@Alfie173j](https://www.dell.com/community/en/users/6976a363eaa51558460fcc9e) ​ I have confirmed that atleast 2 other Lunar Lake devices work perfectly with the older TB3 controllers (Surface pro 11 for business & MSI Claw 8 AI+). Both battery powered devices so I highly doubt they have ASPM disabled globally, there must be some vendor driver or BIOS configuration that is fixing the issue.

Also why do I have to accept a newer device being less compatible with Thunderbolt devices than my 4 year old Dell 9315 which ran this same eGPU flawlessly.

Dell needs to investigate this issue and provide some sort of firmware/driver fix",2026-01-26T04:47:00Z,,
https://www.dell.com/community/en/conversations/xps/xps13-9315-suddenly-both-usc-c-ports-are-not-working/696eac5fe153922c02d35012,ejn63,"Unplug the system and remove the base cover. Disconnect the battery from the mainboard and hold the power button for 30 sec.  Reassemble and try again - does that get the Thunderbolt ports working?

Service manual is here

[https://www.dell.com/support/product-details/en-us/product/xps-13-9315-laptop/resources/manuals](https://www.dell.com/support/product-details/en-us/product/xps-13-9315-laptop/resources/manuals)",2026-01-19T18:01:00Z,,
https://www.dell.com/community/en/conversations/xps/xps13-9315-suddenly-both-usc-c-ports-are-not-working/696eac5fe153922c02d35012,Norcal_Tom,"[@ejn63](https://www.dell.com/community/en/users/647be03fc3b1ef2541c96118) ​
Traveling until Thursday, but will give it a try upon return. Thank you",2026-01-19T18:07:00Z,,
https://www.dell.com/community/en/conversations/xps/xps13-9315-suddenly-both-usc-c-ports-are-not-working/696eac5fe153922c02d35012,jostar1,"I have an XPS 15 (9530). The two USB-C ports on the left stopped working yesterday. I had been having trouble for a couple of days. The light would go off on the power brick when I plugged in the cable. I did a hardware scan and I checked for updated drivers. Nothing came up. I had read that it might be a short circuit. Fortunately, the port on the right side was working. Right after I read your post, I checked to see if the other two ports still weren't working. Now they are both working! I did check for software updates and there were a couple that I took. (not sure why because I get the automatic updates).

Anyway, all of my ports are working now.",2026-01-20T18:39:00Z,,
https://www.dell.com/community/en/conversations/xps/xps13-9315-suddenly-both-usc-c-ports-are-not-working/696eac5fe153922c02d35012,Norcal_Tom,"[@jostar1](https://www.dell.com/community/en/users/647bfb146f35e63b402b3ebf) ​
Thank you for the info. Unfortunately the 9315 has a bit different config and does not have any other ports, even traditional charging port, other than the two USB-C ports on each side.  So, if they are not working there is no way to charge.",2026-01-21T08:53:00Z,,
https://www.dell.com/community/en/conversations/xps/xps13-9315-suddenly-both-usc-c-ports-are-not-working/696eac5fe153922c02d35012,ejn63,"If resetting the system as described doesn't help, chances are the Thunderbolt controller is dead. A shop such as parts-people.com can likely replace that (it requires board level repair). The only other option would be a replacement mainboard, which will cost more than a chip replacement.",2026-01-21T10:25:00Z,,
https://www.dell.com/community/en/conversations/xps/xps13-9315-suddenly-both-usc-c-ports-are-not-working/696eac5fe153922c02d35012,Norcal_Tom,"Thank you all for the suggestions.

Unfortunately, even removing the back cover, disconnecting the battery, pressing the power button to de-energize the board/USB-Cs, and reconnecting the power cable did not work.

I tried several by different combinations of power connection with and without battery connect, but in all cases when the power block is connected no charging happens and the power block LED goes off indicating it is in protection mode.

Unless there are other suggestions, next step will be to have Dell or someone look at the unit.

Again thank you.",2026-01-23T11:24:00Z,,
https://www.dell.com/community/en/conversations/xps/ac-adapter/696dc8a9918dc91cb43fb330,Chino de Oro,"Here is a Dell genuine power adapter for your laptop, which includes one year warranty  [https://www.parts-people.com/index.php?action=item&id=12731](https://www.parts-people.com/index.php?action=item&id=12731)",2026-01-19T01:07:00Z,,
https://www.dell.com/community/en/conversations/precision-mobile-workstations/dell-trusted-device-hardware-not-supported/69773f3a918dc91cb4597533,MN,I have this problem too (0),2026-01-28T05:17:00Z,,
