thread_url,thread_title,product,created_at_raw,views,replies,scraped_timestamp
https://www.dell.com/community/en/conversations/alienware/16x-aurora-ac16251-support-page-is-gone/69710323918dc91cb4a2f4d0,"16X Aurora AC16251, support page is gone",Alienware,"Jan 21, 2026",44,9,2026-01-28T09:52:09.086Z
https://www.dell.com/community/en/conversations/chromebook/front-camera-is-blurry/68bb04e510ebbc7b37ef726c,Front camera is blurry,Chromebook,"Sep 5, 2025",101,9,2026-01-28T09:52:41.107Z
https://www.dell.com/community/en/conversations/vostro/no-boot-problem/696fa4c8e3d7950ef0540149,No Boot Problem,Vostro,"Jan 20, 2026",24,6,2026-01-28T09:53:07.765Z
https://www.dell.com/community/en/conversations/alienware/m16-r1-keyboard-and-rgb-not-working/696b9c53e153922c02740512,"m16 R1, keyboard and rgb not working",Alienware,"Jan 17, 2026",25,5,2026-01-28T09:54:33.504Z
https://www.dell.com/community/en/conversations/precision-mobile-workstations/unable-to-load-pluton-windows-firmware/696e26ab918dc91cb44c04ea,Unable to load Pluton-Windows firmware.,Precision,"Jan 19, 2026",101,5,2026-01-28T09:54:57.710Z
https://www.dell.com/community/en/conversations/inspiron/screen-turned-off-72-light-pattern/6978523beaa515584646b0ed,"Screen turned off, 7/2 light pattern",Inspiron,"Jan 27, 2026",8,3,2026-01-28T09:55:16.074Z
https://www.dell.com/community/en/conversations/latitude/forgotten-bios-unlock-password/69788712c678d13f02bf9253,Forgotten bios unlock password,Latitude,"Jan 27, 2026",15,3,2026-01-28T09:55:34.490Z
https://www.dell.com/community/en/conversations/precision-mobile-workstations/precision-7680-and-dell-sd25tb5-dock-with-pd-of-300w-seen-as-130w/69751aeae153922c02947964,Precision 7680 and Dell SD25TB5 Dock with PD of 300W seen as 130W?,Precision,"Jan 24, 2026",15,3,2026-01-28T09:55:54.569Z
https://www.dell.com/community/en/conversations/precision-mobile-workstations/dell-precision-7740-12volt-charging-options/69738eb4e153922c026836fd,Dell Precision 7740 12volt charging options,Precision,"Jan 23, 2026",18,3,2026-01-28T09:56:16.589Z
https://www.dell.com/community/en/conversations/vostro/uneven-and-touchpad-on-the-one-side-i-suspect-a-warped-shell-casing-dell-vostro-14-3420/694ed3ff72c11a30ab071a71,Uneven And Touchpad On The One Side - I suspect A Warped Shell Casing - DELL  VOSTRO 14 3420,Vostro,"Dec 26, 2025",29,3,2026-01-28T09:56:46.287Z
https://www.dell.com/community/en/conversations/inspiron/what-for-1-amber-6-white-light/697977c5c678d13f02ddae7b,What for 1 amber 6 white light,Inspiron,"Jan 27, 2026",10,2,2026-01-28T09:57:05.770Z
https://www.dell.com/community/en/conversations/inspiron/dell-g16-7620-3050-ti-fan-replacement-halp/6974ea22e153922c028f5722,Dell G16 7620 3050 Ti Fan Replacement!!? HALP!!,Inspiron,"Jan 24, 2026",15,2,2026-01-28T09:57:23.381Z
https://www.dell.com/community/en/conversations/inspiron/settings/69738626e153922c02669363,settings,Inspiron,"Jan 23, 2026",21,2,2026-01-28T09:57:36.566Z
https://www.dell.com/community/en/conversations/alienware/18-area-51-aa18250-spacebar-not-lighting-up-but-supposed-to/697937c4918dc91cb49a4168,"18 Area-51 AA18250, spacebar not lighting up but supposed to!",Alienware,"Jan 27, 2026",11,2,2026-01-28T09:57:53.304Z
https://www.dell.com/community/en/conversations/alienware/m18-error/69728c40dd7dc95c268abc8f,"m18, error",Alienware,"Jan 22, 2026",21,2,2026-01-28T09:58:11.573Z
https://www.dell.com/community/en/conversations/alienware/aw510h-headset-doesnt-show-in-awcc/69719d8d918dc91cb4b546c7,AW510H headset doesn't show in AWCC,Alienware,"Jan 21, 2026",21,2,2026-01-28T09:58:30.842Z
https://www.dell.com/community/en/conversations/alienware/x14-pre-installed-factory-screen-protector/69700708e153922c02fc03f3,"x14, pre installed factory screen protector",Alienware,"Jan 20, 2026",29,2,2026-01-28T09:58:44.572Z
https://www.dell.com/community/en/conversations/latitude/driver-missing-for-e6420/6975c6a4e153922c02a57626,Driver Missing for E6420,Latitude,"Jan 25, 2026",22,2,2026-01-28T09:58:57.680Z
https://www.dell.com/community/en/conversations/precision-mobile-workstations/hal-error-the-hardware-real-time-clock-was-not-set/69773c2ac678d13f02979ed6,"HAL error, the hardware real-time clock was not set",Precision,"Jan 26, 2026",12,2,2026-01-28T09:59:10.381Z
https://www.dell.com/community/en/conversations/vostro/usb-ports-do-not-work-after-every-shutdown/694b4ba104bdbe7915f33e6e,USB ports do not work after every shutdown,Vostro,"Dec 23, 2025",23,2,2026-01-28T09:59:26.137Z
https://www.dell.com/community/en/conversations/chromebook/chromebook-11-3120-upgradable/695762a972c11a30ab082428,"Chromebook 11 3120, upgradable?",Chromebook,"Jan 2, 2026",12,2,2026-01-28T09:59:39.256Z
https://www.dell.com/community/en/conversations/chromebook/how-to-change-laptop-touch/6952a5f072c11a30ab6a6053,how to change laptop touch?,Chromebook,"Dec 29, 2025",17,2,2026-01-28T09:59:51.224Z
https://www.dell.com/community/en/conversations/chromebook/the-cursor-disappears-even-though-it-has-been-restarted-and-reset-it-still-doesnt-work/687a500ccb4432020074338e,"The cursor disappears even though it has been restarted and reset, it still doesn't work.",Chromebook,"Jul 18, 2025",49,2,2026-01-28T10:00:03.315Z
https://www.dell.com/community/en/conversations/inspiron/power-cord/6977c7ebeaa5155846355434,Power cord,Inspiron,"Jan 26, 2026",12,1,2026-01-28T10:00:16.631Z
https://www.dell.com/community/en/conversations/inspiron/charging-problem/697683e2cfeba91dbd63931e,Charging problem,Inspiron,"Jan 25, 2026",14,1,2026-01-28T10:00:27.870Z
https://www.dell.com/community/en/conversations/inspiron/my-usb-is-lost/6975e0e7e153922c02a7f341,my usb is lost,Inspiron,"Jan 25, 2026",15,1,2026-01-28T10:00:39.053Z
https://www.dell.com/community/en/conversations/alienware/dell-will-not-replace-a-lemon-of-a-computer/69716a08e153922c0225c8fd,Dell will not replace a lemon of a computer,Alienware,"Jan 21, 2026",42,1,2026-01-28T10:00:59.736Z
https://www.dell.com/community/en/conversations/alienware/m15-r7-display-does-not-work/696e5e21dd7dc95c260dbc8f,"m15 R7, display does not work",Alienware,"Jan 19, 2026",12,1,2026-01-28T10:01:16.119Z
https://www.dell.com/community/en/conversations/latitude/looking-for-realtek-audio-driver-a06-6092051-for-dell-latitude-5520/697878a0c678d13f02bddd38,Looking for Realtek Audio Driver A06 (6.0.9205.1) for Dell Latitude 5520,Latitude,"Jan 27, 2026",10,1,2026-01-28T10:01:34.447Z
https://www.dell.com/community/en/conversations/latitude/request-for-upgrade-options-dell-latitude-e6430/69786400c678d13f02bb652b,Request for Upgrade Options – Dell Latitude E6430,Latitude,"Jan 27, 2026",11,1,2026-01-28T10:01:48.139Z
https://www.dell.com/community/en/conversations/latitude/5440/6978617a918dc91cb47df666,5440,Latitude,"Jan 27, 2026",11,1,2026-01-28T10:02:03.865Z
https://www.dell.com/community/en/conversations/latitude/dell-latitude-7480-laptop/6977916eeaa51558462d193f,Dell latitude 7480 laptop,Latitude,"Jan 26, 2026",10,1,2026-01-28T10:02:15.100Z
https://www.dell.com/community/en/conversations/latitude/stolen-laptop/69778cd7e153922c02d835d1,Stolen laptop,Latitude,"Jan 26, 2026",13,1,2026-01-28T10:02:26.776Z
https://www.dell.com/community/en/conversations/latitude/dell-latitude-7290-wont-turn-on-or-charge/6973b8c4e153922c026dcc30,Dell latitude 7290 wont turn on or charge,Latitude,"Jan 23, 2026",19,1,2026-01-28T10:02:40.090Z
https://www.dell.com/community/en/conversations/latitude/bios-password-issues/697208877b7c1246ce420dfc,BIOS password issues,Latitude,"Jan 22, 2026",31,1,2026-01-28T10:02:50.261Z
https://www.dell.com/community/en/conversations/latitude/check-if-the-charger-is-fake-or-the-original-dell-laptop/6971d9cce153922c0230a93f,check if the charger is fake or the original Dell LAPTOP,Latitude,"Jan 22, 2026",21,1,2026-01-28T10:03:02.650Z
https://www.dell.com/community/en/conversations/precision-mobile-workstations/dell-precision-3571-does-not-accept-kingston-fury-ddr5-4800-32gb-ram-invalid-memory-installed/69737491e153922c02639ea7,Dell Precision 3571 does not accept Kingston FURY DDR5-4800 32GB RAM – “Invalid memory installed”,Precision,"Jan 23, 2026",14,1,2026-01-28T10:03:22.885Z
https://www.dell.com/community/en/conversations/precision-mobile-workstations/replacement-for-cpu-fan-precision-m6800/697140d8dd7dc95c26647d1c,Replacement for Cpu Fan Precision M6800,Precision,"Jan 21, 2026",12,1,2026-01-28T10:03:46.546Z
https://www.dell.com/community/en/conversations/vostro/laptop-screen-is-not-coming-after-bios-error/696f7fbae153922c02ebfd29,Laptop screen is not coming after bios error,Vostro,"Jan 20, 2026",30,1,2026-01-28T10:04:02.171Z
https://www.dell.com/community/en/conversations/vostro/multi-touch-on-my-dell-vostro-5481/69526e29de43d316950dc632,Multi Touch on my Dell Vostro 5481,Vostro,"Dec 29, 2025",35,1,2026-01-28T10:04:17.681Z
https://www.dell.com/community/en/conversations/vostro/restarting-continuously/694e018bde43d3169597d1e7,Restarting continuously,Vostro,"Dec 25, 2025",40,1,2026-01-28T10:04:42.205Z
https://www.dell.com/community/en/conversations/vostro/hinge-warranty/6943cd8472c11a30aba37766,hinge warranty,Vostro,"Dec 18, 2025",25,1,2026-01-28T10:04:53.837Z
https://www.dell.com/community/en/conversations/vostro/is-primarily-ac-use-safe-for-keeping-vostro-14-3430-plugged-in-247/6943c6eade43d316953ba8b4,"Is ""Primarily AC Use"" safe for keeping Vostro 14 3430 plugged in 24/7?",Vostro,"Dec 18, 2025",33,1,2026-01-28T10:05:10.523Z
https://www.dell.com/community/en/conversations/chromebook/ajay-hinduja-switzerland-how-do-i-troubleshoot-a-blank-or-black-screen/68b7f4a510ebbc7b37bc61c3,Ajay Hinduja (Switzerland) How do I troubleshoot a blank or black screen?,Chromebook,"Sep 3, 2025",23,1,2026-01-28T10:05:26.155Z
https://www.dell.com/community/en/conversations/chromebook/dell-chromebook-3100-maintenance-service-parts-numbers-guide/68ace9c1a86bb633c64c6f7d,Dell Chromebook 3100 Maintenance & Service & Parts Numbers Guide,Chromebook,"Aug 25, 2025",27,1,2026-01-28T10:05:38.308Z
https://www.dell.com/community/en/conversations/chromebook/how-can-i-update-my-dale-chromebook-11/689c965f31765b1483cf927b,How can I update my dale Chromebook 11,Chromebook,"Aug 13, 2025",33,1,2026-01-28T10:05:53.112Z
https://www.dell.com/community/en/conversations/chromebook/dell-7g-15-touch/68725573d980634bd42f7e1f,Dell 7G 15 Touch,Chromebook,"Jul 12, 2025",29,1,2026-01-28T10:06:06.878Z
https://www.dell.com/community/en/conversations/chromebook/sd-card/68452df8fb3f934becddea77,SD card,Chromebook,"Jun 8, 2025",37,1,2026-01-28T10:06:17.119Z
https://www.dell.com/community/en/conversations/chromebook/broke-screen/6816d4a3f3c3a236cb0afc5f,broke screen,Chromebook,"May 3, 2025",33,1,2026-01-28T10:06:29.131Z
https://www.dell.com/community/en/conversations/xps/da16150-bluetooth-drivers-crash-plus-blue-screen-on-restart/6978f346e153922c0205c64b,DA16150 Bluetooth Drivers Crash Plus Blue Screen on Restart,XPS,"Jan 27, 2026",7,0,2026-01-28T10:06:42.884Z
https://www.dell.com/community/en/conversations/xps/xps-13-9350-laptop-display-goes-black-diagnostic-led-blink-pattern-indecipherable/69783bc0918dc91cb478d7a3,"XPS 13 9350 laptop, display goes black, diagnostic LED blink pattern  indecipherable",XPS,"Jan 26, 2026",11,0,2026-01-28T10:07:01.251Z
https://www.dell.com/community/en/conversations/xps/reset-bios-password-locked-on-modern-xps-after-2000s/6977b11f918dc91cb468b990,Reset BIOS Password Locked on modern XPS after 2000s,XPS,"Jan 26, 2026",7,0,2026-01-28T10:07:15.443Z
https://www.dell.com/community/en/conversations/xps/p2419h-second-in-mst/697725c1c678d13f0294beb2,"P2419H, second in MST",XPS,"Jan 26, 2026",12,0,2026-01-28T10:07:46.709Z
https://www.dell.com/community/en/conversations/xps/xps-15-9510-completely-dead/6976d7ecc678d13f028cb9df,"XPS 15 9510, completely dead",XPS,"Jan 25, 2026",17,0,2026-01-28T10:08:00.060Z
https://www.dell.com/community/en/conversations/xps/xps-13-9350-laptop-with-lcd-25k-touchscreen-experiences-ghost-touches/6976a4f0918dc91cb448a78d,XPS 13 9350 Laptop with LCD (2.5K) Touchscreen Experiences Ghost Touches,XPS,"Jan 25, 2026",11,0,2026-01-28T10:08:13.889Z
https://www.dell.com/community/en/conversations/xps/dell-xps-13-9350-lunar-lake-258v-with-constant-crashing-using-tb3-egpu-jhl7540dsl6540-whea-event-17/69756560918dc91cb4276994,Dell XPS 13 9350 Lunar Lake (258v) with constant crashing using TB3 eGPU  (JHL7540/DSL6540) (WHEA Event 17),XPS,"Jan 24, 2026",15,0,2026-01-28T10:08:36.651Z
https://www.dell.com/community/en/conversations/xps/xps13-9315-suddenly-both-usc-c-ports-are-not-working/696eac5fe153922c02d35012,XPS13 9315 Suddenly Both USC-C Ports Are Not Working,XPS,"Jan 19, 2026",29,0,2026-01-28T10:09:05.731Z
https://www.dell.com/community/en/conversations/xps/ac-adapter/696dc8a9918dc91cb43fb330,AC Adapter,XPS,"Jan 19, 2026",21,0,2026-01-28T10:09:16.390Z
https://www.dell.com/community/en/conversations/precision-mobile-workstations/dell-trusted-device-hardware-not-supported/69773f3a918dc91cb4597533,Dell Trusted Device - Hardware not supported?,Precision,"Jan 26, 2026",12,0,2026-01-28T10:10:28.643Z
